ID,Municipio,ID2,Departamento,lat,lon
5002,ABEJORRAL,5,Antioquia,5.75,-75.4166667
5004,ABRIAQUÍ,5,Antioquia,6.6666667,-76.0833333
50006,ACACÍAS,50,Meta,3.9166667,-73.8333333
27006,ACANDI,27,Chocó,8.3333333,-77.1666667
41006,ACEVEDO,41,Huila,1.75,-75.9166667
13006,ACHÍ,13,Bolívar,8.25,-74.5
41013,AGRADO,41,Huila,2.3333333,-75.75
25001,AGUA DE DIOS,25,Cundinamarca,4.4166667,-74.6666667
20011,AGUACHICA,20,Cesar,8.3333333,-73.5833333
68013,AGUADA,68,Santander,6.25,-73.4666667
17013,AGUADAS,17,Caldas,5.6333333,-75.4166667
85010,AGUAZUL,85,Casanare,5.1730556,-72.5547222
20013,AGUSTÍN CODAZZI,20,Cesar,9.9166667,-73.25
41016,AIPE,41,Huila,3.25,-75.3333333
18029,ALBANIA,18,Caquetá,1.3316667,-75.8822222
44035,ALBANIA,44,La Guajira,11.1597222,-72.5855556
68020,ALBANIA,68,Santander,5.8333333,-73.75
25019,ALBÁN,25,Cundinamarca,4.9166667,-74.45
52019,ALBÁN,52,Nariño,1.4744444,-77.0836111
76020,ALCALÁ,76,Valle del Cauca,4.6666667,-75.75
52022,ALDANA,52,Nariño,0.9166667,-77.6833333
5021,ALEJANDRÍA,5,Antioquia,6.3666667,-75.0833333
47030,ALGARROBO,47,Magdalena,10.1869444,-74.5752778
41020,ALGECIRAS,41,Huila,2.5833333,-75.25
19022,ALMAGUER,19,Cauca,1.9166667,-76.8333333
15022,ALMEIDA,15,Boyacá,4.9166667,-73.3333333
73024,ALPUJARRA,73,Tolima,3.4166667,-74.9166667
41026,ALTAMIRA,41,Huila,2.1666667,-75.8333333
27025,ALTO BAUDÓ (PIE DE PATO),27,Chocó,5.6666667,-77
13030,ALTOS DEL ROSARIO,13,Bolívar,8.7944444,-74.1658333
73026,ALVARADO,73,Tolima,4.5833333,-75
5030,AMAGÁ,5,Antioquia,6.05,-75.7
5031,AMALFI,5,Antioquia,7,-74.9166667
73030,AMBALEMA,73,Tolima,4.8333333,-74.8333333
25035,ANAPOIMA,25,Cundinamarca,4.6166667,-74.55
52036,ANCUYA,52,Nariño,1.25,-77.5
76036,ANDALUCÍA,76,Valle del Cauca,4.1741667,-76.1702778
5034,ANDES,5,Antioquia,5.5833333,-75.9166667
5036,ANGELÓPOLIS,5,Antioquia,6.1333333,-75.7
5038,ANGOSTURA,5,Antioquia,6.8666667,-75.3333333
25040,ANOLAIMA,25,Cundinamarca,4.8333333,-74.5
5040,ANORÍ,5,Antioquia,7.1666667,-75.0833333
17042,ANSERMA,17,Caldas,5.25,-75.75
76041,ANSERMANUEVO,76,Valle del Cauca,4.7972222,-76
73043,ANZOÁTEGUI,73,Tolima,4.6666667,-75.25
5044,ANZA,5,Antioquia,6.3333333,-75.9166667
5045,APARTADO,5,Antioquia,7.8855556,-76.6347222
25599,APULO,25,Cundinamarca,4.5833333,-74.5833333
66045,APÍA,66,Risaralda,5.1666667,-76
15047,AQUITANIA,15,Boyacá,5.5197222,-72.8875
47053,ARACATACA,47,Magdalena,10.5833333,-74
17050,ARANZAZU,17,Caldas,5.3,-75.45
68051,ARATOCA,68,Santander,6.8333333,-72.9666667
81001,ARAUCA,81,Arauca,7.0902778,-70.7616667
81065,ARAUQUITA,81,Arauca,6.8219444,-71.3236111
25053,ARBELÁEZ,25,Cundinamarca,4.3,-74.5833333
52051,ARBOLEDA (BERRUECOS),52,Nariño,1.5033333,-77.0877778
54051,ARBOLEDAS,54,Norte de Santander,7.6666667,-72.75
5051,ARBOLETES,5,Antioquia,8.5,-76.4166667
15051,ARCABUCO,15,Boyacá,5.8,-73.3833333
13042,ARENAL,13,Bolívar,8.4666667,-73.95
5055,ARGELIA,5,Antioquia,5.7341667,-75.1463889
19050,ARGELIA,19,Cauca,2.2666667,-77.25
76054,ARGELIA,76,Valle del Cauca,4.7,-76.1333333
47058,ARIGUANÍ,47,Magdalena,10.25,-74
13052,ARJONA,13,Bolívar,10.1666667,-75.3333333
5059,ARMENIA,5,Antioquia,6.1666667,-75.8333333
63001,ARMENIA,63,Quindío,4.5338889,-75.6811111
73055,ARMERO (GUAYABAL),73,Tolima,5.0833333,-74.8333333
13062,ARROYOHONDO,13,Bolívar,10.2497222,-75.0113889
20032,ASTREA,20,Cesar,9.5011111,-73.9802778
73067,ATACO,73,Tolima,3.3333333,-75.6666667
27050,EL CARMEN DE ATRATO,27,Chocó,5.5333333,-76.6333333
23068,AYAPEL,23,Córdoba,8.25,-75.25
27073,BAGADÓ,27,Chocó,5.5,-76.25
27075,BAHÍA SOLANO (MÚTIS),27,Chocó,6.2191667,-77.4077778
27077,BAJO BAUDÓ (PIZARRO),27,Chocó,5,-77.0833333
19075,BALBOA,19,Cauca,2.1,-77.2
66075,BALBOA,66,Risaralda,4.9166667,-75.95
8078,BARANOA,8,Atlántico,10.8,-74.9166667
41078,BARAYA,41,Huila,3.1666667,-75
52079,BARBACOAS,52,Nariño,1.5833333,-78
5079,BARBOSA,5,Antioquia,6.45,-75.3333333
68077,BARBOSA,68,Santander,6,-73.55
68079,BARICHARA,68,Santander,6.75,-73.1666667
50110,BARRANCA DE UPÍA,50,Meta,4.5755556,-72.9611111
68081,BARRANCABERMEJA,68,Santander,7.0652778,-73.8547222
44078,BARRANCAS,44,La Guajira,11,-72.75
13074,BARRANCO DE LOBA,13,Bolívar,8.8333333,-74.1666667
8001,BARRANQUILLA,8,Atlántico,10.9638889,-74.7963889
20045,BECERRIL,20,Cesar,9.7,-73.2847222
17088,BELALCÁZAR,17,Caldas,5,-75.8333333
5088,BELLO,5,Antioquia,6.3388889,-75.5622222
5086,BELMIRA,5,Antioquia,6.6666667,-75.6666667
25086,BELTRÁN,25,Cundinamarca,4.8,-74.75
15087,BELÉN,15,Boyacá,6.0833333,-72.9166667
52083,BELÉN,52,Nariño,1.5975,-77.0175
27086,BELÉN DE BAJIRÁ,27,Chocó,7.3725,-76.7147222
66088,BELÉN DE UMBRÍA,66,Risaralda,5.25,-75.9166667
18094,BELÉN DE LOS ANDAQUÍES,18,Caquetá,1.4166667,-75.9166667
15090,BERBEO,15,Boyacá,5.3333333,-73
5091,BETANIA,5,Antioquia,5.75,-75.9666667
15092,BETÉITIVA,15,Boyacá,6,-72.8333333
5093,BETULIA,5,Antioquia,6.2,-75.9166667
68092,BETULIA,68,Santander,7.0833333,-73.3333333
25095,BITUIMA,25,Cundinamarca,4.9166667,-74.55
15097,BOAVITA,15,Boyacá,6.4166667,-72.5833333
54099,BOCHALEMA,54,Norte de Santander,7.6666667,-72.5833333
11001,BOGOTÁ,25,Bogotá D.C,4.6,-74.0833333
25099,BOJACÁ,25,Cundinamarca,4.75,-74.3333333
27099,BOJAYÁ (BELLAVISTA),27,Chocó,6.5236111,-76.9744444
5101,CIUDAD BOLÍVAR,5,Antioquia,5.8333333,-76
19100,BOLÍVAR,19,Cauca,1.8333333,-76.9166667
68101,BOLÍVAR,68,Santander,6.25,-74
76100,BOLÍVAR,76,Valle del Cauca,4.3333333,-76.3333333
20060,BOSCONIA,20,Cesar,9.9761111,-73.8902778
15104,BOYACÁ,15,Boyacá,5.5,-72.5
5107,BRICEÑO,5,Antioquia,7.1122222,-75.5541667
15106,BRICEÑO,15,Boyacá,5.75,-73.8333333
68001,BUCARAMANGA,68,Santander,7.1297222,-73.1258333
54109,BUCARASICA,54,Norte de Santander,8.0833333,-73
76109,BUENAVENTURA,76,Valle del Cauca,3.8933333,-77.0697222
15109,BUENAVISTA,15,Boyacá,5.5,-73.9666667
23079,BUENAVISTA,23,Córdoba,8.7575,-75.89
63111,BUENAVISTA,63,Quindío,4.3622222,-75.7394444
70110,BUENAVISTA,70,Sucre,9.3222222,-74.9772222
19110,BUENOS AIRES,19,Cauca,2.9166667,-76.6666667
52110,BUESACO,52,Nariño,1.25,-77.0833333
76111,BUGA,76,Valle del Cauca,3.9022222,-76.3027778
76113,BUGALAGRANDE,76,Valle del Cauca,4.2094444,-76.1602778
5113,BURITICÁ,5,Antioquia,6.75,-75.9166667
15114,BUSBANZA,15,Boyacá,5.9166667,-72.85
25120,CABRERA,25,Cundinamarca,3.9780556,-74.4858333
68121,CABRERA,68,Santander,6.6333333,-73.2
50124,CABUYARO,50,Meta,4.2902778,-72.7905556
25123,CACHIPAY,25,Cundinamarca,5.2666667,-74.5666667
54128,CACHIRÁ,54,Norte de Santander,,
5125,CAICEDO,5,Antioquia,6.45,-75.9666667
76122,CAICEDONIA,76,Valle del Cauca,4.3336591746,-75.8342456818
70124,CAIMITO,70,Sucre,8.8333333,-75.1666667
73124,CAJAMARCA,73,Tolima,4.4166667,-75.5
19130,CAJIBÍO,19,Cauca,2.6666667,-76.6666667
25126,CAJICÁ,25,Cundinamarca,5,-74.05
13140,CALAMAR,13,Bolívar,10.25,-75
95015,CALAMAR,95,Guaviare,1.9597222,-72.6538889
63130,CALARCÁ,63,Quindío,4.5325,-75.6436111
5129,CALDAS,5,Antioquia,6.0833333,-75.6333333
15131,CALDAS,15,Boyacá,5.55,-73.8833333
19137,CALDONO,19,Cauca,2.8333333,-76.4166667
68132,CALIFORNIA,68,Santander,7.4166667,-72.85
76126,CALIMA (DARIÉN),76,Valle del Cauca,3.9166667,-76.6666667
19142,CALOTO,19,Cauca,3.0833333,-76.3333333
76001,CALI,76,Valle del Cauca,3.4372222,-76.5225
5134,CAMPAMENTO,5,Antioquia,7.0833333,-75.25
8137,CAMPO DE LA CRUZ,8,Atlántico,10.4166667,-74.9166667
41132,CAMPOALEGRE,41,Huila,2.6666667,-75.3333333
15135,CAMPOHERMOSO,15,Boyacá,5.0833333,-73
23090,CANALETE,23,Córdoba,8.6761111,-76.2041667
8141,CANDELARIA,8,Atlántico,10.5,-74.8333333
76130,CANDELARIA,76,Valle del Cauca,3.4130556,-76.3511111
13160,CANTAGALLO,13,Bolívar,7.3791667,-73.9180556
27135,CANTÓN DE SAN PABLO,27,Chocó,5.3388889,-76.7313889
25148,CAPARRAPÍ,25,Cundinamarca,5.4166667,-74.5833333
68147,CAPITANEJO,68,Santander,6.6,-72.6333333
5142,CARACOLÍ,5,Antioquia,6.4119444,-74.7605556
5145,CARAMANTA,5,Antioquia,5.5833333,-75.5833333
68152,CARCASÍ,68,Santander,6.8333333,-72.5
5147,CAREPA,5,Antioquia,7.7663889,-76.6611111
73148,CARMEN DE APICALÁ,73,Tolima,4.15,-74.7333333
25154,CARMEN DE CARUPA,25,Cundinamarca,5.3502778,-73.9052778
5148,EL CARMEN DE VIBORAL,5,Antioquia,6.08,-75.3386111
27150,CARMEN DEL DARIÉN,27,Chocó,7.1058,-76.97
5150,CAROLINA,5,Antioquia,6.8,-75.25
13001,CARTAGENA,13,Bolívar,10.3997222,-75.5144444
18150,CARTAGENA DEL CHAIRÁ,18,Caquetá,1.35,-74.84
76147,CARTAGO,76,Valle del Cauca,4.7463889,-75.9116667
97161,CARURÚ,97,Vaupés,0.9166667,-70.7333333
73152,CASABIANCA,73,Tolima,5.0833333,-75.1666667
50150,CASTILLA LA NUEVA,50,Meta,3.8,-73.5833333
5154,CAUCASIA,5,Antioquia,7.9166667,-75
5138,CAÑASGORDAS,5,Antioquia,6.75,-76
68160,CEPITÁ,68,Santander,6.8333333,-72.9166667
23162,CERETÉ,23,Córdoba,8.9166667,-76
15162,CERINZA,15,Boyacá,6,-72.9166667
68162,CERRITO,68,Santander,7,-72.5833333
47161,CERRO SAN ANTONIO,47,Magdalena,10.25,-74.8333333
52240,CHACHAGUÍ,52,Nariño,1.3594305393,-77.2836685181
25168,CHAGUANÍ,25,Cundinamarca,5,-74.65
70230,CHALÁN,70,Sucre,9.5491667,-75.3161111
73168,CHAPARRAL,73,Tolima,3.75,-75.5833333
68167,CHARALÁ,68,Santander,6.25,-73.0833333
68169,CHARTA,68,Santander,7.3,-72.9666667
5172,CHIGORODÓ,5,Antioquia,7.6666667,-76.6666667
68176,CHIMA,68,Santander,6.4166667,-73.3333333
20175,CHIMICHAGUA,20,Cesar,9.2577778,-73.8177778
23168,CHIMÁ,23,Córdoba,9.0833333,-75.6333333
15172,CHINAVITA,15,Boyacá,5.25,-73.3333333
17174,CHINCHINÁ,17,Caldas,5,-75.6666667
54172,CHINÁCOTA,54,Norte de Santander,7.75,-72.55
23182,CHINÚ,23,Córdoba,9.0833333,-75.3333333
25178,CHIPAQUE,25,Cundinamarca,4.5,-74.0833333
68179,CHIPATÁ,68,Santander,6.1333333,-73.55
15176,CHIQUINQUIRÁ,15,Boyacá,5.6333333,-73.75
20178,CHIRIGUANÁ,20,Cesar,9.5,-73.4166667
15180,CHISCAS,15,Boyacá,6.75,-72.3333333
15183,CHITA,15,Boyacá,6.1666667,-72.4166667
54174,CHITAGÁ,54,Norte de Santander,7.1666667,-72.5833333
15185,CHITARAQUE,15,Boyacá,6.0833333,-73.3666667
15187,CHIVATÁ,15,Boyacá,5.5333333,-73.2666667
47170,CHIVOLO,47,Magdalena,10.0280556,-74.6436111
25181,CHOACHÍ,25,Cundinamarca,4.5833333,-73.9166667
25183,CHOCONTÁ,25,Cundinamarca,5.1666667,-73.6666667
85015,CHÁMEZA,85,Casanare,5,-72.75
25175,CHÍA,25,Cundinamarca,4.9166667,-74.05
15232,CHÍQUIZA,15,Boyacá,5.6083333,-73.4886111
15236,CHÍVOR,15,Boyacá,4.8855556,-73.3688889
13188,CICUCO,13,Bolívar,9.4166667,-74.7333333
68190,CIMITARRA,68,Santander,6.3161111,-73.9505556
63190,CIRCASIA,63,Quindío,4.6166667,-75.6333333
5190,CISNEROS,5,Antioquia,6.5833333,-75.0833333
15189,CIÉNEGA,15,Boyacá,5.4666667,-73.25
47189,CIÉNAGA,47,Magdalena,10.8333333,-74.0833333
23189,CIÉNAGA DE ORO,23,Córdoba,8.8333333,-75.6666667
13222,CLEMENCIA,13,Bolívar,10.5891667,-75.3341667
5197,COCORNÁ,5,Antioquia,6,-75
73200,COELLO,73,Tolima,4.3333333,-74.9166667
25200,COGUA,25,Cundinamarca,5.15,-73.9666667
41206,COLOMBIA,41,Huila,2.5,-75.75
70204,COLOSÓ (RICAURTE),70,Sucre,9.4966667,-75.3555556
86219,COLÓN,86,Putumayo,1.1936111,-76.9769444
52203,COLÓN,52,Nariño,1.5833333,-77
5206,CONCEPCIÓN,5,Antioquia,6.4166667,-75.25
68207,CONCEPCIÓN,68,Santander,6.9166667,-72.5
5209,CONCORDIA,5,Antioquia,6.0833333,-75.9166667
47205,CONCORDIA,47,Magdalena,9.8402778,-74.4447222
27205,CONDOTO,27,Chocó,5.1666667,-76.5
68209,CONFINES,68,Santander,6.4166667,-73.1666667
52207,CONSACA,52,Nariño,1.2084064973,-77.4632263184
52210,CONTADERO,52,Nariño,0.9166667,-77.5333333
68211,CONTRATACIÓN,68,Santander,6.3333333,-73.4166667
54206,CONVENCIÓN,54,Norte de Santander,8.8333333,-73.2
5212,COPACABANA,5,Antioquia,6.3333333,-75.5
15212,COPER,15,Boyacá,5.4333333,-74.0333333
63212,CÓRDOBA,63,Quindío,4.3905556,-75.6888889
19212,CORINTO,19,Cauca,3.1666667,-76.2
68217,COROMORO,68,Santander,6.3333333,-73
70215,COROZAL,70,Sucre,9.3333333,-75.25
15215,CORRALES,15,Boyacá,5.8666667,-72.8333333
25214,COTA,25,Cundinamarca,4.8333333,-74.1333333
23300,COTORRA,23,Córdoba,9.05,-75.8
15218,COVARACHÍA,15,Boyacá,6.5833333,-72.7
70221,COVEÑAS,70,Sucre,9.4166667,-75.7
73217,COYAIMA,73,Tolima,3.8333333,-75.0833333
81220,CRAVO NORTE,81,Arauca,6.3030556,-70.2016667
52224,CUASPUD (CARLOSAMA),52,Nariño,0.8658333,-77.7294444
50223,CUBARRAL,50,Meta,3.7713889,-73.8377778
15223,CUBARÁ,15,Boyacá,7.0411111,-72.0608333
15224,CUCAITA,15,Boyacá,5.5333333,-73.4666667
25224,CUCUNUBÁ,25,Cundinamarca,5.25,-73.75
54223,CUCUTILLA,54,Norte de Santander,7.5,-72.75
15226,CUÍTIVA,15,Boyacá,5.65,-72.9166667
50226,CUMARAL,50,Meta,4.25,-73.3333333
99773,CUMARIBO,99,Vichada,4.4444444,-69.8002778
52227,CUMBAL,52,Nariño,0.9166667,-77.9166667
52233,CUMBITARA,52,Nariño,1.6533333,-77.5833333
73226,CUNDAY,73,Tolima,4.0833333,-74.6666667
18205,CURILLO,18,Caquetá,1.0352778,-75.9247222
68229,CURITÍ,68,Santander,6.6666667,-73
20228,CURUMANÍ,20,Cesar,9.2041667,-73.5486111
5120,CÁCERES,5,Antioquia,7.6666667,-75.3333333
54128,CÁCHIRA,54,Norte de Santander,7.75,-73.1666667
54125,CÁCOTA,54,Norte de Santander,7.25,-72.5833333
25151,CAQUEZA,25,Cundinamarca,4.45,-73.95
27160,CÉRTEGUI,27,Chocó,5.4,-76.6
15204,CÓMBITA,15,Boyacá,5.75,-73.25
13212,CÓRDOBA,13,Bolívar,9.5,-74.9166667
52215,CÓRDOBA,52,Nariño,0.7833333,-77.3333333
54001,CÚCUTA,54,Norte de Santander,7.8833333,-72.5052778
5234,DABEIBA,5,Antioquia,7,-76.25
76233,DAGUA,76,Valle del Cauca,3.6602778,-76.6927778
44090,DIBULLA,44,La Guajira,11.2722222,-73.3055556
44098,DISTRACCIÓN,44,La Guajira,10.8977778,-72.8869444
73236,DOLORES,73,Tolima,3.6666667,-74.75
5237,DON MATÍAS,5,Antioquia,6.5,-75.3333333
66170,DOS QUEBRADAS,66,Risaralda,4.8347222,-75.6725
15238,DUITAMA,15,Boyacá,5.8269444,-73.0202778
54239,DURANIA,54,Norte de Santander,7.75,-72.6333333
5240,EBÉJICO,5,Antioquia,6.3333333,-75.75
5250,EL BAGRE,5,Antioquia,7.5941667,-74.8119444
47245,EL BANCO,47,Magdalena,9.0455556,-73.9747222
76246,EL CAIRO,76,Valle del Cauca,4.75,-76.25
50245,EL CALVARIO,50,Meta,4.4166667,-73.6666667
54245,EL CARMEN,54,Norte de Santander,8.75,-73.3333333
68235,EL CARMEN DE CHUCURÍ,68,Santander,6.69,-73.51
13244,EL CARMEN DE BOLÍVAR,13,Bolívar,9.75,-75.1666667
50251,EL CASTILLO,50,Meta,3.5680556,-73.7838889
76248,EL CERRITO,76,Valle del Cauca,3.6666667,-76.1666667
52250,EL CHARCO,52,Nariño,2.3333333,-78.35
15244,EL COCUY,15,Boyacá,6.4166667,-72.4166667
25245,EL COLEGIO,25,Cundinamarca,4.5833333,-74.45
20238,EL COPEY,20,Cesar,10.1505556,-73.96
18247,EL DONCELLO,18,Caquetá,1.6794444,-75.2791667
50270,EL DORADO,50,Meta,2.7791667,-72.8719444
76250,EL DOVIO,76,Valle del Cauca,4.5,-76.25
15248,EL ESPINO,15,Boyacá,6.5833333,-72.4166667
68245,EL GUACAMAYO,68,Santander,6.3333333,-73.4666667
13248,EL GUAMO,13,Bolívar,10.0833333,-74.9166667
44110,EL MOLINO,44,La Guajira,10.6533333,-72.9241667
20250,EL PASO,20,Cesar,9.6622222,-73.7519444
18256,EL PAUJIL,18,Caquetá,15.64,75.33
52254,EL PEÑOL,52,Nariño,1.4333333,-77.4333333
13268,EL PEÑÓN,13,Bolívar,8.9833333,-73.95
68250,EL PEÑÓN,68,Santander,6.55,-72.8333333
25258,EL PEÑÓN,25,Cundinamarca,5.3333333,-74.3333333
47258,EL PIÑON,47,Magdalena,10.3333333,-74.6666667
68255,EL PLAYÓN,68,Santander,7.4766667,-73.2080556
95025,EL RETORNO,95,Guaviare,2.3305556,-72.6277778
47268,EL RETÉN,47,Magdalena,10.6166667,-74.2666667
70233,EL ROBLE,70,Sucre,9.1,-75.2
25260,EL ROSAL,25,Cundinamarca,4.85,-74.2666667
52256,EL ROSARIO,52,Nariño,1.8333333,-77.3333333
19256,EL TAMBO,19,Cauca,2.5,-77
52260,EL TAMBO,52,Nariño,1.4,-77.3333333
54250,EL TARRA,54,Norte de Santander,8.5847222,-73.0883333
54261,EL ZULIA,54,Norte de Santander,7.9355556,-72.61
76243,EL ÁGUILA,76,Valle del Cauca,4.9166667,-76.0833333
41244,ELÍAS,41,Huila,2.0833333,-76
68264,ENCINO,68,Santander,6.1666667,-73
68266,ENCISO,68,Santander,6.75,-72.6333333
5264,ENTRERRIOS,5,Antioquia,6.5833333,-75.5833333
5266,ENVIGADO,5,Antioquia,6.1730556,-75.5638889
73268,ESPINAL,73,Tolima,4.2,-74.8333333
25269,FACATATIVÁ,25,Cundinamarca,4.8166667,-74.3666667
73270,FALAN,73,Tolima,5.1333333,-75
17272,FILADELFIA,17,Caldas,5.3,-75.6
63272,FILANDIA,63,Quindío,4.6666667,-75.6333333
15272,FIRAVITOBA,15,Boyacá,5.75,-72.9666667
73275,FLANDES,73,Tolima,4.25,-74.8333333
18001,FLORENCIA,18,Caquetá,1.6175,-75.6175
19290,FLORENCIA,19,Cauca,1.6944444,-77.0758333
15276,FLORESTA,15,Boyacá,5.9166667,-72.9166667
76275,FLORIDA,76,Valle del Cauca,3.3275,-76.2386111
68276,FLORIDABLANCA,68,Santander,7.0647222,-73.0897222
68271,FLORIÁN,68,Santander,5.8047222,-73.9741667
44279,FONSECA,44,La Guajira,10.8333333,-72.8333333
81300,FORTÚL,81,Arauca,6.7461111,-71.8566667
25281,FOSCA,25,Cundinamarca,4.3333333,-73.9166667
52520,FRANCISCO PIZARRO,52,Nariño,2.1019444,-78.7216667
5282,FREDONIA,5,Antioquia,5.9166667,-75.6666667
73283,FRESNO,73,Tolima,5.1666667,-75.0833333
5284,FRONTINO,5,Antioquia,6.6666667,-76.3333333
50287,FUENTE DE ORO,50,Meta,3.4594444,-73.6127778
47288,FUNDACIÓN,47,Magdalena,10.4166667,-73.9166667
52287,FUNES,52,Nariño,0.95,-77.3333333
25286,FUNZA,25,Cundinamarca,4.7833333,-74.2
25290,FUSAGASUGÁ,25,Cundinamarca,4.4166667,-74.4
25279,FOMEQUE,25,Cundinamarca,4.5833333,-73.8333333
25288,FÚQUENE,25,Cundinamarca,5.4166667,-73.8
25293,GACHALÁ,25,Cundinamarca,4.6666667,-73.5
25295,GACHANCIPÁ,25,Cundinamarca,5.0833333,-73.8833333
15293,GACHANTIVÁ,15,Boyacá,5.75,-73.5
25297,GACHETÁ,25,Cundinamarca,4.9166667,-73.6666667
8296,GALAPA,8,Atlántico,10.9166667,-74.8333333
70235,GALERAS (NUEVA GRANADA),70,Sucre,9.1630556,-75.0525
68296,GALÁN,68,Santander,6.7,-73.3
25299,GAMA,25,Cundinamarca,4.75,-73.6
20295,GAMARRA,20,Cesar,8.3333333,-73.6666667
15299,GARAGOA,15,Boyacá,5.1333333,-73.3
